,time_unix_ms,timestamp,Vehicle speed (km/h),time_unix_ms_corr,timestamp_corr
0,1778759273072,2026-05-14 11:47:53.072,0.0,1778777263828,2026-05-14 16:47:43.828
1,1778759274488,2026-05-14 11:47:54.488,0.0,1778777265244,2026-05-14 16:47:45.244
2,1778759275566,2026-05-14 11:47:55.566,0.0,1778777266322,2026-05-14 16:47:46.322
3,1778759276489,2026-05-14 11:47:56.489,0.0,1778777267245,2026-05-14 16:47:47.245
4,1778759277585,2026-05-14 11:47:57.585,0.0,1778777268341,2026-05-14 16:47:48.341
5,1778759278353,2026-05-14 11:47:58.353,0.0,1778777269109,2026-05-14 16:47:49.109
6,1778759279498,2026-05-14 11:47:59.498,0.0,1778777270254,2026-05-14 16:47:50.254
7,1778759280322,2026-05-14 11:48:00.322,0.0,1778777271078,2026-05-14 16:47:51.078
8,1778759281526,2026-05-14 11:48:01.526,0.0,1778777272282,2026-05-14 16:47:52.282
9,1778759283038,2026-05-14 11:48:03.038,0.0,1778777273794,2026-05-14 16:47:53.794
10,1778759283841,2026-05-14 11:48:03.841,0.0,1778777274597,2026-05-14 16:47:54.597
11,1778759284989,2026-05-14 11:48:04.989,0.0,1778777275745,2026-05-14 16:47:55.745
12,1778759286609,2026-05-14 11:48:06.609,0.0,1778777277365,2026-05-14 16:47:57.365
13,1778759287411,2026-05-14 11:48:07.411,0.0,1778777278167,2026-05-14 16:47:58.167
14,1778759288594,2026-05-14 11:48:08.594,0.0,1778777279350,2026-05-14 16:47:59.350
15,1778759289541,2026-05-14 11:48:09.541,0.0,1778777280297,2026-05-14 16:48:00.297
16,1778759290292,2026-05-14 11:48:10.292,0.0,1778777281048,2026-05-14 16:48:01.048
17,1778759291094,2026-05-14 11:48:11.094,0.0,1778777281850,2026-05-14 16:48:01.850
18,1778759292342,2026-05-14 11:48:12.342,0.0,1778777283098,2026-05-14 16:48:03.098
19,1778759293516,2026-05-14 11:48:13.516,0.0,1778777284272,2026-05-14 16:48:04.272
20,1778759294636,2026-05-14 11:48:14.636,0.0,1778777285392,2026-05-14 16:48:05.392
21,1778759295810,2026-05-14 11:48:15.810,0.0,1778777286566,2026-05-14 16:48:06.566
22,1778759296762,2026-05-14 11:48:16.762,0.0,1778777287518,2026-05-14 16:48:07.518
23,1778759297636,2026-05-14 11:48:17.636,0.0,1778777288392,2026-05-14 16:48:08.392
24,1778759298457,2026-05-14 11:48:18.457,0.0,1778777289213,2026-05-14 16:48:09.213
25,1778759299151,2026-05-14 11:48:19.151,0.0,1778777289907,2026-05-14 16:48:09.907
26,1778759299935,2026-05-14 11:48:19.935,0.0,1778777290691,2026-05-14 16:48:10.691
27,1778759301161,2026-05-14 11:48:21.161,0.0,1778777291917,2026-05-14 16:48:11.917
28,1778759301876,2026-05-14 11:48:21.876,0.0,1778777292632,2026-05-14 16:48:12.632
29,1778759302626,2026-05-14 11:48:22.626,0.0,1778777293382,2026-05-14 16:48:13.382
30,1778759303379,2026-05-14 11:48:23.379,0.0,1778777294135,2026-05-14 16:48:14.135
31,1778759304579,2026-05-14 11:48:24.579,0.0,1778777295335,2026-05-14 16:48:15.335
32,1778759305686,2026-05-14 11:48:25.686,0.0,1778777296442,2026-05-14 16:48:16.442
33,1778759306630,2026-05-14 11:48:26.630,0.0,1778777297386,2026-05-14 16:48:17.386
34,1778759308296,2026-05-14 11:48:28.296,0.0,1778777299052,2026-05-14 16:48:19.052
35,1778759309237,2026-05-14 11:48:29.237,0.0,1778777299993,2026-05-14 16:48:19.993
36,1778759310419,2026-05-14 11:48:30.419,0.0,1778777301175,2026-05-14 16:48:21.175
37,1778759311188,2026-05-14 11:48:31.188,0.0,1778777301944,2026-05-14 16:48:21.944
38,1778759311958,2026-05-14 11:48:31.958,0.0,1778777302714,2026-05-14 16:48:22.714
39,1778759313218,2026-05-14 11:48:33.218,0.0,1778777303974,2026-05-14 16:48:23.974
40,1778759314315,2026-05-14 11:48:34.315,0.0,1778777305071,2026-05-14 16:48:25.071
41,1778759315086,2026-05-14 11:48:35.086,0.0,1778777305842,2026-05-14 16:48:25.842
42,1778759316376,2026-05-14 11:48:36.376,0.0,1778777307132,2026-05-14 16:48:27.132
43,1778759317091,2026-05-14 11:48:37.091,0.0,1778777307847,2026-05-14 16:48:27.847
44,1778759318347,2026-05-14 11:48:38.347,0.0,1778777309103,2026-05-14 16:48:29.103
45,1778759319584,2026-05-14 11:48:39.584,0.0,1778777310340,2026-05-14 16:48:30.340
46,1778759321516,2026-05-14 11:48:41.516,0.0,1778777312272,2026-05-14 16:48:32.272
47,1778759325126,2026-05-14 11:48:45.126,0.0,1778777315882,2026-05-14 16:48:35.882
48,1778759326278,2026-05-14 11:48:46.278,0.0,1778777317034,2026-05-14 16:48:37.034
49,1778759327171,2026-05-14 11:48:47.171,0.0,1778777317927,2026-05-14 16:48:37.927
50,1778759328305,2026-05-14 11:48:48.305,0.0,1778777319061,2026-05-14 16:48:39.061
51,1778759329525,2026-05-14 11:48:49.525,0.0,1778777320281,2026-05-14 16:48:40.281
52,1778759330950,2026-05-14 11:48:50.950,0.0,1778777321706,2026-05-14 16:48:41.706
53,1778759331701,2026-05-14 11:48:51.701,0.0,1778777322457,2026-05-14 16:48:42.457
54,1778759332891,2026-05-14 11:48:52.891,0.0,1778777323647,2026-05-14 16:48:43.647
55,1778759333949,2026-05-14 11:48:53.949,0.0,1778777324705,2026-05-14 16:48:44.705
56,1778759335102,2026-05-14 11:48:55.102,0.0,1778777325858,2026-05-14 16:48:45.858
57,1778759336389,2026-05-14 11:48:56.389,0.0,1778777327145,2026-05-14 16:48:47.145
58,1778759338239,2026-05-14 11:48:58.239,0.0,1778777328995,2026-05-14 16:48:48.995
59,1778759339333,2026-05-14 11:48:59.333,0.0,1778777330089,2026-05-14 16:48:50.089
60,1778759340465,2026-05-14 11:49:00.465,0.0,1778777331221,2026-05-14 16:48:51.221
61,1778759341218,2026-05-14 11:49:01.218,0.0,1778777331974,2026-05-14 16:48:51.974
62,1778759342385,2026-05-14 11:49:02.385,0.0,1778777333141,2026-05-14 16:48:53.141
63,1778759343144,2026-05-14 11:49:03.144,0.0,1778777333900,2026-05-14 16:48:53.900
64,1778759344244,2026-05-14 11:49:04.244,0.0,1778777335000,2026-05-14 16:48:55.000
65,1778759345396,2026-05-14 11:49:05.396,0.0,1778777336152,2026-05-14 16:48:56.152
66,1778759346568,2026-05-14 11:49:06.568,0.0,1778777337324,2026-05-14 16:48:57.324
67,1778759347655,2026-05-14 11:49:07.655,0.0,1778777338411,2026-05-14 16:48:58.411
68,1778759348467,2026-05-14 11:49:08.467,0.0,1778777339223,2026-05-14 16:48:59.223
69,1778759349536,2026-05-14 11:49:09.536,4.0,1778777340292,2026-05-14 16:49:00.292
70,1778759350356,2026-05-14 11:49:10.356,4.0,1778777341112,2026-05-14 16:49:01.112
71,1778759351131,2026-05-14 11:49:11.131,7.0,1778777341887,2026-05-14 16:49:01.887
72,1778759352254,2026-05-14 11:49:12.254,8.0,1778777343010,2026-05-14 16:49:03.010
73,1778759353061,2026-05-14 11:49:13.061,8.0,1778777343817,2026-05-14 16:49:03.817
74,1778759354173,2026-05-14 11:49:14.173,9.0,1778777344929,2026-05-14 16:49:04.929
75,1778759354876,2026-05-14 11:49:14.876,9.0,1778777345632,2026-05-14 16:49:05.632
76,1778759355652,2026-05-14 11:49:15.652,9.0,1778777346408,2026-05-14 16:49:06.408
77,1778759356379,2026-05-14 11:49:16.379,9.0,1778777347135,2026-05-14 16:49:07.135
78,1778759357125,2026-05-14 11:49:17.125,9.0,1778777347881,2026-05-14 16:49:07.881
79,1778759358277,2026-05-14 11:49:18.277,11.0,1778777349033,2026-05-14 16:49:09.033
80,1778759359001,2026-05-14 11:49:19.001,11.0,1778777349757,2026-05-14 16:49:09.757
81,1778759359783,2026-05-14 11:49:19.783,13.0,1778777350539,2026-05-14 16:49:10.539
82,1778759360917,2026-05-14 11:49:20.917,17.0,1778777351673,2026-05-14 16:49:11.673
83,1778759361670,2026-05-14 11:49:21.670,17.0,1778777352426,2026-05-14 16:49:12.426
84,1778759362359,2026-05-14 11:49:22.359,19.0,1778777353115,2026-05-14 16:49:13.115
85,1778759363133,2026-05-14 11:49:23.133,21.0,1778777353889,2026-05-14 16:49:13.889
86,1778759364352,2026-05-14 11:49:24.352,21.0,1778777355108,2026-05-14 16:49:15.108
87,1778759365866,2026-05-14 11:49:25.866,21.0,1778777356622,2026-05-14 16:49:16.622
88,1778759367002,2026-05-14 11:49:27.002,22.0,1778777357758,2026-05-14 16:49:17.758
89,1778759368133,2026-05-14 11:49:28.133,23.0,1778777358889,2026-05-14 16:49:18.889
90,1778759369267,2026-05-14 11:49:29.267,22.0,1778777360023,2026-05-14 16:49:20.023
91,1778759370158,2026-05-14 11:49:30.158,22.0,1778777360914,2026-05-14 16:49:20.914
92,1778759370842,2026-05-14 11:49:30.842,22.0,1778777361598,2026-05-14 16:49:21.598
93,1778759371688,2026-05-14 11:49:31.688,21.0,1778777362444,2026-05-14 16:49:22.444
94,1778759372922,2026-05-14 11:49:32.922,22.0,1778777363678,2026-05-14 16:49:23.678
95,1778759373748,2026-05-14 11:49:33.748,22.0,1778777364504,2026-05-14 16:49:24.504
96,1778759375170,2026-05-14 11:49:35.170,21.0,1778777365926,2026-05-14 16:49:25.926
97,1778759375921,2026-05-14 11:49:35.921,22.0,1778777366677,2026-05-14 16:49:26.677
98,1778759376689,2026-05-14 11:49:36.689,22.0,1778777367445,2026-05-14 16:49:27.445
99,1778759377814,2026-05-14 11:49:37.814,23.0,1778777368570,2026-05-14 16:49:28.570
100,1778759379047,2026-05-14 11:49:39.047,22.0,1778777369803,2026-05-14 16:49:29.803
101,1778759380100,2026-05-14 11:49:40.100,23.0,1778777370856,2026-05-14 16:49:30.856
102,1778759380836,2026-05-14 11:49:40.836,23.0,1778777371592,2026-05-14 16:49:31.592
103,1778759382368,2026-05-14 11:49:42.368,15.0,1778777373124,2026-05-14 16:49:33.124
104,1778759383927,2026-05-14 11:49:43.927,24.0,1778777374683,2026-05-14 16:49:34.683
105,1778759384610,2026-05-14 11:49:44.610,15.0,1778777375366,2026-05-14 16:49:35.366
106,1778759385436,2026-05-14 11:49:45.436,23.0,1778777376192,2026-05-14 16:49:36.192
107,1778759386212,2026-05-14 11:49:46.212,22.0,1778777376968,2026-05-14 16:49:36.968
108,1778759387268,2026-05-14 11:49:47.268,23.0,1778777378024,2026-05-14 16:49:38.024
109,1778759388389,2026-05-14 11:49:48.389,22.0,1778777379145,2026-05-14 16:49:39.145
110,1778759390043,2026-05-14 11:49:50.043,22.0,1778777380799,2026-05-14 16:49:40.799
111,1778759390852,2026-05-14 11:49:50.852,21.0,1778777381608,2026-05-14 16:49:41.608
112,1778759391556,2026-05-14 11:49:51.556,22.0,1778777382312,2026-05-14 16:49:42.312
113,1778759392324,2026-05-14 11:49:52.324,22.0,1778777383080,2026-05-14 16:49:43.080
114,1778759393056,2026-05-14 11:49:53.056,22.0,1778777383812,2026-05-14 16:49:43.812
115,1778759394263,2026-05-14 11:49:54.263,21.0,1778777385019,2026-05-14 16:49:45.019
116,1778759395731,2026-05-14 11:49:55.731,15.0,1778777386487,2026-05-14 16:49:46.487
117,1778759397288,2026-05-14 11:49:57.288,16.0,1778777388044,2026-05-14 16:49:48.044
118,1778759398422,2026-05-14 11:49:58.422,16.0,1778777389178,2026-05-14 16:49:49.178
119,1778759399184,2026-05-14 11:49:59.184,18.0,1778777389940,2026-05-14 16:49:49.940
120,1778759399893,2026-05-14 11:49:59.893,20.0,1778777390649,2026-05-14 16:49:50.649
121,1778759401096,2026-05-14 11:50:01.096,20.0,1778777391852,2026-05-14 16:49:51.852
122,1778759401793,2026-05-14 11:50:01.793,20.0,1778777392549,2026-05-14 16:49:52.549
123,1778759403716,2026-05-14 11:50:03.716,21.0,1778777394472,2026-05-14 16:49:54.472
124,1778759404804,2026-05-14 11:50:04.804,22.0,1778777395560,2026-05-14 16:49:55.560
125,1778759405566,2026-05-14 11:50:05.566,21.0,1778777396322,2026-05-14 16:49:56.322
126,1778759406693,2026-05-14 11:50:06.693,21.0,1778777397449,2026-05-14 16:49:57.449
127,1778759407461,2026-05-14 11:50:07.461,20.0,1778777398217,2026-05-14 16:49:58.217
128,1778759408277,2026-05-14 11:50:08.277,19.0,1778777399033,2026-05-14 16:49:59.033
129,1778759408956,2026-05-14 11:50:08.956,17.0,1778777399712,2026-05-14 16:49:59.712
130,1778759409800,2026-05-14 11:50:09.800,13.0,1778777400556,2026-05-14 16:50:00.556
131,1778759410627,2026-05-14 11:50:10.627,12.0,1778777401383,2026-05-14 16:50:01.383
132,1778759411419,2026-05-14 11:50:11.419,11.0,1778777402175,2026-05-14 16:50:02.175
133,1778759412170,2026-05-14 11:50:12.170,13.0,1778777402926,2026-05-14 16:50:02.926
134,1778759412958,2026-05-14 11:50:12.958,15.0,1778777403714,2026-05-14 16:50:03.714
135,1778759414434,2026-05-14 11:50:14.434,17.0,1778777405190,2026-05-14 16:50:05.190
136,1778759415558,2026-05-14 11:50:15.558,21.0,1778777406314,2026-05-14 16:50:06.314
137,1778759416748,2026-05-14 11:50:16.748,22.0,1778777407504,2026-05-14 16:50:07.504
138,1778759417823,2026-05-14 11:50:17.823,22.0,1778777408579,2026-05-14 16:50:08.579
139,1778759418586,2026-05-14 11:50:18.586,24.0,1778777409342,2026-05-14 16:50:09.342
140,1778759419332,2026-05-14 11:50:19.332,23.0,1778777410088,2026-05-14 16:50:10.088
141,1778759420179,2026-05-14 11:50:20.179,23.0,1778777410935,2026-05-14 16:50:10.935
142,1778759421592,2026-05-14 11:50:21.592,21.0,1778777412348,2026-05-14 16:50:12.348
143,1778759422388,2026-05-14 11:50:22.388,21.0,1778777413144,2026-05-14 16:50:13.144
144,1778759423125,2026-05-14 11:50:23.125,21.0,1778777413881,2026-05-14 16:50:13.881
145,1778759423875,2026-05-14 11:50:23.875,21.0,1778777414631,2026-05-14 16:50:14.631
146,1778759424593,2026-05-14 11:50:24.593,21.0,1778777415349,2026-05-14 16:50:15.349
147,1778759425376,2026-05-14 11:50:25.376,21.0,1778777416132,2026-05-14 16:50:16.132
148,1778759426113,2026-05-14 11:50:26.113,21.0,1778777416869,2026-05-14 16:50:16.869
149,1778759426872,2026-05-14 11:50:26.872,21.0,1778777417628,2026-05-14 16:50:17.628
150,1778759427624,2026-05-14 11:50:27.624,21.0,1778777418380,2026-05-14 16:50:18.380
151,1778759428714,2026-05-14 11:50:28.714,22.0,1778777419470,2026-05-14 16:50:19.470
152,1778759429472,2026-05-14 11:50:29.472,22.0,1778777420228,2026-05-14 16:50:20.228
153,1778759430425,2026-05-14 11:50:30.425,22.0,1778777421181,2026-05-14 16:50:21.181
154,1778759431547,2026-05-14 11:50:31.547,22.0,1778777422303,2026-05-14 16:50:22.303
155,1778759432324,2026-05-14 11:50:32.324,21.0,1778777423080,2026-05-14 16:50:23.080
156,1778759433099,2026-05-14 11:50:33.099,21.0,1778777423855,2026-05-14 16:50:23.855
157,1778759434190,2026-05-14 11:50:34.190,23.0,1778777424946,2026-05-14 16:50:24.946
158,1778759435029,2026-05-14 11:50:35.029,22.0,1778777425785,2026-05-14 16:50:25.785
159,1778759435767,2026-05-14 11:50:35.767,23.0,1778777426523,2026-05-14 16:50:26.523
160,1778759436435,2026-05-14 11:50:36.435,22.0,1778777427191,2026-05-14 16:50:27.191
161,1778759437241,2026-05-14 11:50:37.241,21.0,1778777427997,2026-05-14 16:50:27.997
162,1778759438125,2026-05-14 11:50:38.125,21.0,1778777428881,2026-05-14 16:50:28.881
163,1778759439299,2026-05-14 11:50:39.299,21.0,1778777430055,2026-05-14 16:50:30.055
164,1778759440450,2026-05-14 11:50:40.450,21.0,1778777431206,2026-05-14 16:50:31.206
165,1778759441196,2026-05-14 11:50:41.196,21.0,1778777431952,2026-05-14 16:50:31.952
166,1778759442310,2026-05-14 11:50:42.310,20.0,1778777433066,2026-05-14 16:50:33.066
167,1778759443416,2026-05-14 11:50:43.416,20.0,1778777434172,2026-05-14 16:50:34.172
168,1778759444213,2026-05-14 11:50:44.213,18.0,1778777434969,2026-05-14 16:50:34.969
169,1778759445320,2026-05-14 11:50:45.320,14.0,1778777436076,2026-05-14 16:50:36.076
170,1778759446461,2026-05-14 11:50:46.461,8.0,1778777437217,2026-05-14 16:50:37.217
171,1778759447262,2026-05-14 11:50:47.262,7.0,1778777438018,2026-05-14 16:50:38.018
172,1778759447958,2026-05-14 11:50:47.958,9.0,1778777438714,2026-05-14 16:50:38.714
173,1778759448706,2026-05-14 11:50:48.706,11.0,1778777439462,2026-05-14 16:50:39.462
174,1778759449484,2026-05-14 11:50:49.484,15.0,1778777440240,2026-05-14 16:50:40.240
175,1778759450200,2026-05-14 11:50:50.200,15.0,1778777440956,2026-05-14 16:50:40.956
176,1778759450987,2026-05-14 11:50:50.987,16.0,1778777441743,2026-05-14 16:50:41.743
177,1778759451739,2026-05-14 11:50:51.739,15.0,1778777442495,2026-05-14 16:50:42.495
178,1778759452485,2026-05-14 11:50:52.485,15.0,1778777443241,2026-05-14 16:50:43.241
179,1778759453287,2026-05-14 11:50:53.287,12.0,1778777444043,2026-05-14 16:50:44.043
180,1778759453958,2026-05-14 11:50:53.958,12.0,1778777444714,2026-05-14 16:50:44.714
181,1778759455138,2026-05-14 11:50:55.138,11.0,1778777445894,2026-05-14 16:50:45.894
182,1778759455903,2026-05-14 11:50:55.903,11.0,1778777446659,2026-05-14 16:50:46.659
183,1778759457065,2026-05-14 11:50:57.065,16.0,1778777447821,2026-05-14 16:50:47.821
184,1778759458156,2026-05-14 11:50:58.156,19.0,1778777448912,2026-05-14 16:50:48.912
185,1778759458892,2026-05-14 11:50:58.892,19.0,1778777449648,2026-05-14 16:50:49.648
186,1778759459728,2026-05-14 11:50:59.728,20.0,1778777450484,2026-05-14 16:50:50.484
187,1778759460889,2026-05-14 11:51:00.889,22.0,1778777451645,2026-05-14 16:50:51.645
188,1778759461602,2026-05-14 11:51:01.602,24.0,1778777452358,2026-05-14 16:50:52.358
189,1778759462694,2026-05-14 11:51:02.694,23.0,1778777453450,2026-05-14 16:50:53.450
190,1778759463533,2026-05-14 11:51:03.533,22.0,1778777454289,2026-05-14 16:50:54.289
191,1778759464384,2026-05-14 11:51:04.384,21.0,1778777455140,2026-05-14 16:50:55.140
192,1778759465126,2026-05-14 11:51:05.126,21.0,1778777455882,2026-05-14 16:50:55.882
193,1778759465922,2026-05-14 11:51:05.922,19.0,1778777456678,2026-05-14 16:50:56.678
194,1778759467067,2026-05-14 11:51:07.067,20.0,1778777457823,2026-05-14 16:50:57.823
195,1778759468125,2026-05-14 11:51:08.125,18.0,1778777458881,2026-05-14 16:50:58.881
196,1778759469305,2026-05-14 11:51:09.305,19.0,1778777460061,2026-05-14 16:51:00.061
197,1778759470157,2026-05-14 11:51:10.157,18.0,1778777460913,2026-05-14 16:51:00.913
198,1778759470859,2026-05-14 11:51:10.859,18.0,1778777461615,2026-05-14 16:51:01.615
199,1778759472059,2026-05-14 11:51:12.059,16.0,1778777462815,2026-05-14 16:51:02.815
200,1778759473148,2026-05-14 11:51:13.148,13.0,1778777463904,2026-05-14 16:51:03.904
201,1778759473965,2026-05-14 11:51:13.965,10.0,1778777464721,2026-05-14 16:51:04.721
202,1778759477239,2026-05-14 11:51:17.239,3.0,1778777467995,2026-05-14 16:51:07.995
203,1778759479935,2026-05-14 11:51:19.935,0.0,1778777470691,2026-05-14 16:51:10.691
204,1778759483142,2026-05-14 11:51:23.142,0.0,1778777473898,2026-05-14 16:51:13.898
205,1778759484232,2026-05-14 11:51:24.232,0.0,1778777474988,2026-05-14 16:51:14.988
206,1778759484993,2026-05-14 11:51:24.993,0.0,1778777475749,2026-05-14 16:51:15.749
207,1778759486082,2026-05-14 11:51:26.082,0.0,1778777476838,2026-05-14 16:51:16.838
208,1778759486806,2026-05-14 11:51:26.806,0.0,1778777477562,2026-05-14 16:51:17.562
209,1778759487970,2026-05-14 11:51:27.970,0.0,1778777478726,2026-05-14 16:51:18.726
210,1778759489160,2026-05-14 11:51:29.160,0.0,1778777479916,2026-05-14 16:51:19.916
211,1778759490244,2026-05-14 11:51:30.244,0.0,1778777481000,2026-05-14 16:51:21.000
212,1778759491041,2026-05-14 11:51:31.041,0.0,1778777481797,2026-05-14 16:51:21.797
213,1778759492022,2026-05-14 11:51:32.022,0.0,1778777482778,2026-05-14 16:51:22.778
214,1778759493186,2026-05-14 11:51:33.186,6.0,1778777483942,2026-05-14 16:51:23.942
215,1778759494028,2026-05-14 11:51:34.028,9.0,1778777484784,2026-05-14 16:51:24.784
216,1778759494721,2026-05-14 11:51:34.721,13.0,1778777485477,2026-05-14 16:51:25.477
217,1778759495461,2026-05-14 11:51:35.461,15.0,1778777486217,2026-05-14 16:51:26.217
218,1778759496266,2026-05-14 11:51:36.266,15.0,1778777487022,2026-05-14 16:51:27.022
219,1778759497448,2026-05-14 11:51:37.448,17.0,1778777488204,2026-05-14 16:51:28.204
220,1778759498226,2026-05-14 11:51:38.226,17.0,1778777488982,2026-05-14 16:51:28.982
221,1778759498971,2026-05-14 11:51:38.971,16.0,1778777489727,2026-05-14 16:51:29.727
222,1778759500513,2026-05-14 11:51:40.513,18.0,1778777491269,2026-05-14 16:51:31.269
223,1778759501227,2026-05-14 11:51:41.227,17.0,1778777491983,2026-05-14 16:51:31.983
224,1778759502345,2026-05-14 11:51:42.345,15.0,1778777493101,2026-05-14 16:51:33.101
225,1778759504250,2026-05-14 11:51:44.250,14.0,1778777495006,2026-05-14 16:51:35.006
226,1778759505034,2026-05-14 11:51:45.034,13.0,1778777495790,2026-05-14 16:51:35.790
227,1778759505928,2026-05-14 11:51:45.928,13.0,1778777496684,2026-05-14 16:51:36.684
228,1778759506651,2026-05-14 11:51:46.651,15.0,1778777497407,2026-05-14 16:51:37.407
229,1778759507480,2026-05-14 11:51:47.480,17.0,1778777498236,2026-05-14 16:51:38.236
230,1778759508582,2026-05-14 11:51:48.582,16.0,1778777499338,2026-05-14 16:51:39.338
231,1778759509361,2026-05-14 11:51:49.361,18.0,1778777500117,2026-05-14 16:51:40.117
232,1778759510038,2026-05-14 11:51:50.038,18.0,1778777500794,2026-05-14 16:51:40.794
233,1778759511257,2026-05-14 11:51:51.257,16.0,1778777502013,2026-05-14 16:51:42.013
234,1778759511978,2026-05-14 11:51:51.978,15.0,1778777502734,2026-05-14 16:51:42.734
235,1778759513131,2026-05-14 11:51:53.131,13.0,1778777503887,2026-05-14 16:51:43.887
236,1778759514219,2026-05-14 11:51:54.219,12.0,1778777504975,2026-05-14 16:51:44.975
237,1778759515023,2026-05-14 11:51:55.023,12.0,1778777505779,2026-05-14 16:51:45.779
238,1778759516164,2026-05-14 11:51:56.164,12.0,1778777506920,2026-05-14 16:51:46.920
239,1778759517388,2026-05-14 11:51:57.388,13.0,1778777508144,2026-05-14 16:51:48.144
240,1778759518771,2026-05-14 11:51:58.771,15.0,1778777509527,2026-05-14 16:51:49.527
241,1778759519991,2026-05-14 11:51:59.991,16.0,1778777510747,2026-05-14 16:51:50.747
242,1778759520810,2026-05-14 11:52:00.810,18.0,1778777511566,2026-05-14 16:51:51.566
243,1778759521678,2026-05-14 11:52:01.678,17.0,1778777512434,2026-05-14 16:51:52.434
244,1778759522574,2026-05-14 11:52:02.574,17.0,1778777513330,2026-05-14 16:51:53.330
245,1778759523736,2026-05-14 11:52:03.736,17.0,1778777514492,2026-05-14 16:51:54.492
246,1778759524435,2026-05-14 11:52:04.435,17.0,1778777515191,2026-05-14 16:51:55.191
247,1778759525173,2026-05-14 11:52:05.173,21.0,1778777515929,2026-05-14 16:51:55.929
248,1778759526322,2026-05-14 11:52:06.322,23.0,1778777517078,2026-05-14 16:51:57.078
249,1778759527147,2026-05-14 11:52:07.147,22.0,1778777517903,2026-05-14 16:51:57.903
250,1778759532649,2026-05-14 11:52:12.649,14.0,1778777523405,2026-05-14 16:52:03.405
251,1778759533799,2026-05-14 11:52:13.799,11.0,1778777524555,2026-05-14 16:52:04.555
252,1778759534884,2026-05-14 11:52:14.884,11.0,1778777525640,2026-05-14 16:52:05.640
253,1778759535685,2026-05-14 11:52:15.685,10.0,1778777526441,2026-05-14 16:52:06.441
254,1778759536604,2026-05-14 11:52:16.604,8.0,1778777527360,2026-05-14 16:52:07.360
255,1778759537494,2026-05-14 11:52:17.494,6.0,1778777528250,2026-05-14 16:52:08.250
256,1778759538297,2026-05-14 11:52:18.297,5.0,1778777529053,2026-05-14 16:52:09.053
257,1778759538994,2026-05-14 11:52:18.994,3.0,1778777529750,2026-05-14 16:52:09.750
258,1778759539874,2026-05-14 11:52:19.874,3.0,1778777530630,2026-05-14 16:52:10.630
259,1778759540609,2026-05-14 11:52:20.609,3.0,1778777531365,2026-05-14 16:52:11.365
260,1778759541752,2026-05-14 11:52:21.752,0.0,1778777532508,2026-05-14 16:52:12.508
261,1778759542515,2026-05-14 11:52:22.515,0.0,1778777533271,2026-05-14 16:52:13.271
262,1778759543312,2026-05-14 11:52:23.312,0.0,1778777534068,2026-05-14 16:52:14.068
263,1778759544162,2026-05-14 11:52:24.162,0.0,1778777534918,2026-05-14 16:52:14.918
264,1778759544999,2026-05-14 11:52:24.999,1.0,1778777535755,2026-05-14 16:52:15.755
265,1778759546018,2026-05-14 11:52:26.018,0.0,1778777536774,2026-05-14 16:52:16.774
266,1778759546770,2026-05-14 11:52:26.770,0.0,1778777537526,2026-05-14 16:52:17.526
267,1778759547497,2026-05-14 11:52:27.497,0.0,1778777538253,2026-05-14 16:52:18.253
268,1778759548686,2026-05-14 11:52:28.686,1.0,1778777539442,2026-05-14 16:52:19.442
269,1778759550242,2026-05-14 11:52:30.242,0.0,1778777540998,2026-05-14 16:52:20.998
270,1778759551077,2026-05-14 11:52:31.077,0.0,1778777541833,2026-05-14 16:52:21.833
271,1778759551991,2026-05-14 11:52:31.991,0.0,1778777542747,2026-05-14 16:52:22.747
272,1778759552751,2026-05-14 11:52:32.751,0.0,1778777543507,2026-05-14 16:52:23.507
273,1778759553541,2026-05-14 11:52:33.541,0.0,1778777544297,2026-05-14 16:52:24.297
274,1778759554431,2026-05-14 11:52:34.431,0.0,1778777545187,2026-05-14 16:52:25.187
275,1778759555192,2026-05-14 11:52:35.192,0.0,1778777545948,2026-05-14 16:52:25.948
276,1778759555972,2026-05-14 11:52:35.972,0.0,1778777546728,2026-05-14 16:52:26.728
277,1778759556761,2026-05-14 11:52:36.761,0.0,1778777547517,2026-05-14 16:52:27.517
278,1778759557442,2026-05-14 11:52:37.442,0.0,1778777548198,2026-05-14 16:52:28.198
279,1778759560041,2026-05-14 11:52:40.041,0.0,1778777550797,2026-05-14 16:52:30.797
280,1778759560747,2026-05-14 11:52:40.747,0.0,1778777551503,2026-05-14 16:52:31.503
281,1778759561506,2026-05-14 11:52:41.506,0.0,1778777552262,2026-05-14 16:52:32.262
282,1778759562319,2026-05-14 11:52:42.319,0.0,1778777553075,2026-05-14 16:52:33.075
283,1778759563444,2026-05-14 11:52:43.444,0.0,1778777554200,2026-05-14 16:52:34.200
284,1778759564257,2026-05-14 11:52:44.257,0.0,1778777555013,2026-05-14 16:52:35.013
285,1778759565378,2026-05-14 11:52:45.378,0.0,1778777556134,2026-05-14 16:52:36.134
286,1778759566982,2026-05-14 11:52:46.982,0.0,1778777557738,2026-05-14 16:52:37.738
287,1778759567724,2026-05-14 11:52:47.724,0.0,1778777558480,2026-05-14 16:52:38.480
